nct_id,start_year,completion_year,phase,overall_status,primary_purpose
NCT05975684,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT05976152,2024.0,2026.0,Phase 3,Not yet recruiting,Treatment
NCT05976347,2024.0,2025.0,Phase 4,Not yet recruiting,Treatment
NCT05976503,2022.0,2023.0,Phase 1,Completed,Treatment
NCT05976646,2023.0,2025.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05977920,2023.0,2024.0,Not Applicable,Recruiting,Diagnostic
NCT05978167,2023.0,2024.0,Early Phase 1,Recruiting,Treatment
NCT05978206,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT05978505,2023.0,2024.0,Phase 2,Not yet recruiting,Other
NCT05979415,2023.0,2024.0,Phase 2,Terminated,Treatment
NCT05979441,2023.0,2027.0,Phase 3,Recruiting,Treatment
NCT05979558,2020.0,2021.0,Not Applicable,Completed,Supportive Care
NCT05979844,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT05980195,2023.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT05980520,2023.0,2024.0,Not Applicable,"Active, not recruiting",Treatment
NCT05981040,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05981534,2023.0,2025.0,Not Applicable,"Active, not recruiting",Treatment
NCT05981924,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05982470,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05982665,2023.0,2023.0,Not Applicable,Completed,Basic Science
NCT05983939,2023.0,2024.0,Phase 1,Completed,Treatment
NCT05984771,2021.0,2022.0,Not Applicable,Completed,Treatment
NCT05987228,2022.0,2022.0,Not Applicable,Completed,Supportive Care
NCT05988710,2023.0,2026.0,Phase 4,Recruiting,Other
NCT05989048,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT05990790,2023.0,2028.0,Phase 4,Recruiting,Prevention
NCT05991232,2024.0,2025.0,Phase 1/Phase 2,Not yet recruiting,Basic Science
NCT05991453,2023.0,2028.0,Not Applicable,Recruiting,Other
NCT05993078,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05993390,2023.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT05995301,2022.0,2023.0,Not Applicable,Completed,Supportive Care
NCT05995600,2023.0,2028.0,Phase 4,Not yet recruiting,Prevention
NCT05996003,2024.0,2025.0,Phase 2,Recruiting,Treatment
NCT05997043,2023.0,2026.0,Early Phase 1,Recruiting,Treatment
NCT05997134,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT05997914,2024.0,2026.0,Not Applicable,Not yet recruiting,Prevention
NCT05997979,2024.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT05998603,2021.0,2022.0,Not Applicable,Completed,Other
NCT05999071,2022.0,2022.0,Not Applicable,Completed,Supportive Care
NCT05999240,2024.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05999604,2023.0,2027.0,Phase 3,Recruiting,Treatment
NCT05999734,2024.0,2024.0,Not Applicable,Not yet recruiting,Prevention
NCT06001047,2023.0,2026.0,Not Applicable,Recruiting,Treatment
NCT06001372,2023.0,2025.0,Early Phase 1,Recruiting,Treatment
NCT06002633,2023.0,2028.0,Not Applicable,Recruiting,Prevention
NCT06003127,2024.0,2024.0,Not Applicable,Not yet recruiting,Basic Science
NCT06003166,2024.0,2028.0,Phase 3,Not yet recruiting,Diagnostic
NCT06004115,2023.0,2027.0,Phase 4,Recruiting,Basic Science
NCT06004180,2023.0,2023.0,Phase 1,Completed,Treatment
NCT06005064,2023.0,2024.0,Not Applicable,Recruiting,Prevention
NCT06006143,2024.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT06006247,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT06008249,2021.0,2026.0,Phase 3,Recruiting,Treatment
NCT06010927,2023.0,2023.0,Phase 4,Recruiting,Prevention
NCT06010940,2020.0,2023.0,Not Applicable,"Active, not recruiting",Treatment
NCT06011577,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06012552,2023.0,2027.0,Phase 2,Recruiting,Treatment
NCT06012929,2024.0,2027.0,Phase 1,Suspended,Treatment
NCT06013254,2021.0,2022.0,Not Applicable,Completed,Supportive Care
NCT06013397,2023.0,2038.0,Not Applicable,Not yet recruiting,Treatment
NCT06013761,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT06013956,2023.0,2028.0,Phase 4,Recruiting,Basic Science
NCT06014424,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT06014905,2023.0,2025.0,Phase 1,Recruiting,Diagnostic
NCT06015477,2023.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT06015841,2023.0,2028.0,Phase 2,Recruiting,Treatment
NCT06015971,2023.0,2024.0,Not Applicable,Recruiting,Supportive Care
NCT06016049,2009.0,2015.0,Not Applicable,Completed,Basic Science
NCT06016465,2023.0,2024.0,Early Phase 1,Recruiting,Treatment
NCT06017037,2023.0,2024.0,Phase 1/Phase 2,Recruiting,Treatment
NCT06017921,2023.0,2025.0,Phase 4,Recruiting,Treatment
NCT06018727,2024.0,2025.0,Phase 4,Not yet recruiting,Basic Science
NCT06019000,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT06019117,2023.0,2023.0,Not Applicable,"Active, not recruiting",Supportive Care
NCT06019728,2023.0,2025.0,Phase 4,Recruiting,Treatment
NCT06021197,2023.0,2028.0,Phase 2,Recruiting,Treatment
NCT06021522,2023.0,2027.0,Phase 3,Recruiting,Treatment
NCT06021756,2019.0,2023.0,Phase 1,"Active, not recruiting",Treatment
NCT06022068,2023.0,2025.0,Phase 1/Phase 2,Enrolling by invitation,Treatment
NCT06023459,2024.0,2024.0,Phase 3,Not yet recruiting,Treatment
NCT06023706,2023.0,2027.0,Phase 3,Recruiting,Treatment
NCT06024265,2023.0,2024.0,Early Phase 1,Recruiting,Treatment
NCT06025097,2023.0,2023.0,Early Phase 1,Completed,Treatment
NCT06025396,2023.0,2024.0,Phase 1,Completed,Treatment
NCT06027567,2022.0,2025.0,Phase 4,Recruiting,Treatment
NCT06027723,2023.0,2024.0,Early Phase 1,Recruiting,Basic Science
NCT06029894,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT06030297,2022.0,2025.0,Not Applicable,Recruiting,Basic Science
NCT06030362,2023.0,2026.0,Not Applicable,Recruiting,Treatment
NCT06030752,2023.0,2024.0,Phase 1,Not yet recruiting,Treatment
NCT06031259,2024.0,2034.0,Phase 2/Phase 3,Not yet recruiting,Treatment
NCT06032026,2023.0,2028.0,Early Phase 1,Recruiting,Diagnostic
NCT06035692,2023.0,2024.0,Not Applicable,Recruiting,Prevention
NCT06035757,2023.0,2024.0,Phase 4,Not yet recruiting,Prevention
NCT06036095,2023.0,2026.0,Phase 4,Recruiting,Prevention
NCT06036108,2023.0,2025.0,Phase 1,Recruiting,Treatment
NCT06036511,2023.0,2024.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06036797,2023.0,2023.0,Phase 2,Recruiting,Treatment
NCT06037460,2024.0,2028.0,Phase 3,Not yet recruiting,Treatment
NCT06037590,2023.0,2023.0,Phase 1,Completed,Treatment
NCT06039007,2019.0,2024.0,Early Phase 1,"Active, not recruiting",Treatment
NCT06040307,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT06040840,2024.0,2026.0,Not Applicable,Not yet recruiting,Other
NCT06040905,2023.0,2026.0,Not Applicable,Recruiting,Basic Science
NCT06041334,2024.0,2026.0,Not Applicable,Recruiting,Prevention
NCT06041451,2013.0,2025.0,Phase 4,Recruiting,Prevention
NCT06041646,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT06043440,2023.0,2027.0,Phase 2,Recruiting,Treatment
NCT06043830,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT06044090,2022.0,2023.0,Phase 4,Recruiting,Basic Science
NCT06044168,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT06044675,2023.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT06044740,2024.0,2025.0,Phase 1,Recruiting,Basic Science
NCT06044883,2023.0,2024.0,Phase 1/Phase 2,Recruiting,Treatment
NCT06045013,2023.0,2026.0,Phase 3,Recruiting,Treatment
NCT06045299,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06045793,2023.0,2024.0,Phase 2,Not yet recruiting,Treatment
NCT06045897,2023.0,2026.0,Not Applicable,Recruiting,Diagnostic
NCT06045936,2023.0,2024.0,Phase 4,Not yet recruiting,Treatment
NCT06046287,2024.0,2026.0,Phase 2,Recruiting,Treatment
NCT06046638,2023.0,2024.0,Phase 4,Not yet recruiting,Diagnostic
NCT06047613,2023.0,2025.0,Not Applicable,Recruiting,Other
NCT06050668,2024.0,2025.0,Not Applicable,Not yet recruiting,Supportive Care
NCT06051227,2024.0,2025.0,Phase 3,Recruiting,Treatment
NCT06051240,2023.0,2033.0,Phase 2,Not yet recruiting,Prevention
NCT06052163,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT06052176,2023.0,2025.0,Phase 2,Recruiting,Prevention
NCT06052787,2023.0,2025.0,Phase 3,Recruiting,Supportive Care
NCT06053281,2024.0,2025.0,Early Phase 1,Recruiting,Treatment
NCT06053567,2023.0,2028.0,Phase 3,Recruiting,Treatment
NCT06053671,2023.0,2026.0,Not Applicable,Recruiting,Diagnostic
NCT06053814,2024.0,2027.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06054893,2023.0,2024.0,Phase 1,Not yet recruiting,Treatment
NCT06055270,2024.0,2026.0,Phase 3,Not yet recruiting,Treatment
NCT06055985,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT06056921,2023.0,2026.0,Phase 1,Recruiting,Treatment
NCT06058130,2023.0,2026.0,Not Applicable,Recruiting,Prevention
NCT06058702,2024.0,2028.0,Phase 1,Not yet recruiting,Other
NCT06058962,2019.0,2021.0,Phase 2,Completed,Treatment
NCT06059066,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT06059144,2024.0,2025.0,Phase 3,Not yet recruiting,Treatment
NCT06059703,2023.0,2026.0,Not Applicable,Not yet recruiting,Other
NCT06060886,2023.0,2025.0,Phase 4,Not yet recruiting,Treatment
NCT06061614,2023.0,2028.0,Early Phase 1,Recruiting,Treatment
NCT06061692,2023.0,2026.0,Phase 4,Not yet recruiting,Treatment
NCT06062472,2023.0,2024.0,Not Applicable,Recruiting,Other
NCT06062628,2024.0,2024.0,Early Phase 1,Not yet recruiting,Treatment
NCT06062953,2023.0,2026.0,Phase 2/Phase 3,Recruiting,Treatment
NCT06063369,2022.0,2024.0,Phase 2,Recruiting,Diagnostic
NCT06064162,2023.0,2025.0,Early Phase 1,Not yet recruiting,Treatment
NCT06064175,2022.0,2023.0,Phase 4,Completed,Treatment
NCT06064201,2023.0,2025.0,Not Applicable,Not yet recruiting,Basic Science
NCT06064448,2019.0,2022.0,Phase 4,Completed,Treatment
NCT06064539,2020.0,2020.0,Phase 1,Completed,Treatment
NCT06064838,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT06064890,2023.0,2030.0,Phase 1/Phase 2,Recruiting,Treatment
NCT06065046,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT06065436,2023.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT06065670,2024.0,2026.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06065735,2023.0,2024.0,Phase 1,Not yet recruiting,Other
NCT06066112,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT06066619,2024.0,2025.0,Not Applicable,Recruiting,Treatment
NCT06066710,2024.0,2026.0,Early Phase 1,Recruiting,Treatment
NCT06066853,2024.0,2026.0,Early Phase 1,Not yet recruiting,Treatment
NCT06066918,2021.0,2026.0,Not Applicable,Recruiting,Prevention
NCT06067412,2022.0,2023.0,Not Applicable,Completed,Treatment
NCT06069791,2024.0,2025.0,Phase 1,Recruiting,Other
NCT06069843,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT06070649,2024.0,2025.0,Phase 1,Not yet recruiting,Other
NCT06070701,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT06071936,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06071949,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06071975,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06071988,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06072001,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06072521,2023.0,2024.0,Phase 2,Not yet recruiting,Supportive Care
NCT06072573,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06072898,2023.0,2027.0,Phase 2,Not yet recruiting,Basic Science
NCT06072963,2023.0,2028.0,Phase 2,Not yet recruiting,Treatment
NCT06075537,2023.0,2027.0,Phase 2/Phase 3,Enrolling by invitation,Treatment
NCT06075771,2023.0,2027.0,Phase 4,Recruiting,Treatment
NCT06075875,2023.0,2025.0,Not Applicable,Not yet recruiting,Supportive Care
NCT06075914,2023.0,2026.0,Not Applicable,Recruiting,Basic Science
NCT06076122,2022.0,2023.0,Not Applicable,Recruiting,Prevention
NCT06076434,2022.0,2023.0,Not Applicable,Completed,Prevention
NCT06076668,2023.0,2024.0,Not Applicable,Recruiting,Prevention
NCT06077240,2024.0,2029.0,Not Applicable,Not yet recruiting,Other
NCT06077292,2024.0,2024.0,Not Applicable,Not yet recruiting,Other
NCT06077539,2023.0,2024.0,Phase 1/Phase 2,Recruiting,Health Services Research
NCT06077682,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT06078891,2023.0,2025.0,Early Phase 1,Enrolling by invitation,Prevention
NCT06079190,2023.0,2029.0,Phase 2,Recruiting,Treatment
NCT06079736,2024.0,2025.0,Phase 2,Recruiting,Treatment
NCT06079801,2021.0,2023.0,Not Applicable,Completed,Treatment
NCT06080100,2023.0,2025.0,Early Phase 1,Recruiting,Treatment
NCT06080932,2023.0,2024.0,Not Applicable,Recruiting,Basic Science
NCT06081062,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT06081283,2023.0,2025.0,Phase 4,Recruiting,Treatment
NCT06081348,2023.0,2024.0,Phase 2,Not yet recruiting,Treatment
NCT06082817,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT06083350,2023.0,2025.0,Not Applicable,"Active, not recruiting",Prevention
NCT06083571,2024.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT06083753,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT06084130,2023.0,2024.0,Phase 4,Not yet recruiting,Treatment
NCT06085937,2023.0,2024.0,Phase 1,Not yet recruiting,Treatment
NCT06087276,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT06087471,2023.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT06087757,2024.0,2025.0,Phase 3,Recruiting,Treatment
NCT06087965,2023.0,2025.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06088550,2020.0,2022.0,Not Applicable,Completed,Treatment
NCT06088732,2024.0,2026.0,Phase 1/Phase 2,Not yet recruiting,Basic Science
NCT06089356,2023.0,2024.0,Phase 4,Recruiting,Prevention
NCT06089603,2023.0,2026.0,Phase 4,Recruiting,Treatment
NCT06089811,2023.0,2024.0,Not Applicable,Recruiting,Basic Science
NCT06090123,2020.0,2020.0,Phase 1,Completed,Treatment
NCT06090136,2020.0,2022.0,Phase 1,Completed,Treatment
NCT06090422,2024.0,2027.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06090474,2023.0,2023.0,Phase 1,Completed,Treatment
NCT06090955,2023.0,2024.0,Not Applicable,Not yet recruiting,Prevention
NCT06091826,2023.0,2023.0,Phase 2,Completed,Treatment
NCT06092034,2023.0,2029.0,Phase 2,Recruiting,Treatment
NCT06092073,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT06092749,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT06093126,2023.0,2028.0,Phase 4,Recruiting,Treatment
NCT06093451,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT06094244,2017.0,2021.0,Not Applicable,Completed,Treatment
NCT06094309,2024.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT06094907,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT06096090,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT06096389,2023.0,2023.0,Not Applicable,Recruiting,Treatment
NCT06096415,2023.0,2024.0,Phase 2,Not yet recruiting,Treatment
NCT06097780,2024.0,2026.0,Phase 3,Not yet recruiting,Treatment
NCT06098612,2024.0,2025.0,Early Phase 1,Recruiting,Basic Science
NCT06098677,2024.0,2025.0,Not Applicable,Not yet recruiting,Supportive Care
NCT06099886,2023.0,2025.0,Phase 1,Enrolling by invitation,Treatment
NCT06100146,2023.0,2025.0,Not Applicable,Recruiting,Prevention
NCT06100276,2024.0,2032.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06100887,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT06101173,2023.0,2024.0,Phase 1,Not yet recruiting,Prevention
NCT06103201,2023.0,2026.0,Phase 1,Recruiting,Diagnostic
NCT06103734,2025.0,2027.0,Phase 3,Not yet recruiting,Treatment
NCT06104488,2023.0,2029.0,Phase 1,Recruiting,Treatment
NCT06104683,2024.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT06105151,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT06106074,2020.0,2022.0,Phase 1,Completed,Treatment
NCT06106672,2024.0,2026.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06107725,2023.0,2026.0,Phase 2/Phase 3,Recruiting,Treatment
NCT06107829,2024.0,2026.0,Phase 4,Not yet recruiting,Treatment
NCT06108349,2023.0,2024.0,Phase 2,Not yet recruiting,Treatment
NCT06108414,2024.0,2027.0,Phase 4,Not yet recruiting,Treatment
NCT06109428,2021.0,2022.0,Phase 4,Completed,Treatment
NCT06111014,2023.0,2027.0,Phase 3,Enrolling by invitation,Treatment
NCT06112834,2024.0,2025.0,Phase 2,Not yet recruiting,Other
NCT06113198,2023.0,2026.0,Phase 4,Not yet recruiting,Prevention
NCT06113640,2023.0,2025.0,Phase 2/Phase 3,Recruiting,Treatment
NCT06114056,2024.0,2028.0,Phase 1,Recruiting,Treatment
NCT06114329,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT06114810,2023.0,2024.0,Phase 4,Not yet recruiting,Prevention
NCT06115031,2024.0,2026.0,Not Applicable,Not yet recruiting,Prevention
NCT06115538,2023.0,2025.0,Phase 4,Enrolling by invitation,Treatment
NCT06117020,2023.0,2024.0,Phase 1,Recruiting,Other
NCT06117306,2024.0,2026.0,Phase 3,Not yet recruiting,Treatment
NCT06117969,2023.0,2025.0,Phase 4,Not yet recruiting,Treatment
NCT06118294,2023.0,2026.0,Not Applicable,Not yet recruiting,Supportive Care
NCT06118567,2022.0,2025.0,Phase 2,Recruiting,Basic Science
NCT06118580,2023.0,2026.0,Phase 2,Recruiting,Basic Science
NCT06120036,2022.0,2024.0,Phase 1,Recruiting,Other
NCT06121492,2023.0,2025.0,Phase 3,Not yet recruiting,Treatment
NCT06122038,2023.0,2023.0,Not Applicable,Recruiting,Other
NCT06122662,2023.0,2027.0,Phase 3,Recruiting,Treatment
NCT06124703,2023.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT06125002,2024.0,2024.0,Phase 1,Recruiting,Treatment
NCT06125054,2024.0,2026.0,Phase 2,Recruiting,Treatment
NCT06125782,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT06125951,2024.0,2025.0,Phase 2,Recruiting,Treatment
NCT06126185,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT06126315,2024.0,2026.0,Phase 2/Phase 3,Not yet recruiting,Treatment
NCT06126523,2023.0,2024.0,Not Applicable,Enrolling by invitation,Treatment
NCT06126588,2024.0,2028.0,Phase 2,Not yet recruiting,Treatment
NCT06126653,2024.0,2024.0,Phase 2,Recruiting,Treatment
NCT06127368,2024.0,2025.0,Phase 1,Recruiting,Treatment
NCT06128148,2022.0,2024.0,Phase 1,Recruiting,Treatment
NCT06128356,2023.0,2024.0,Phase 2,Not yet recruiting,Treatment
NCT06128564,2023.0,2032.0,Phase 2,Recruiting,Treatment
NCT06128616,2023.0,2024.0,Phase 3,Not yet recruiting,Treatment
NCT06128954,2024.0,2024.0,Phase 1,Completed,Treatment
NCT06128967,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT06129032,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT06130228,2024.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT06130449,2024.0,2026.0,Early Phase 1,Not yet recruiting,Treatment
NCT06130501,2024.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT06130540,2024.0,2025.0,Phase 1,Not yet recruiting,Treatment
NCT06131554,2024.0,2024.0,Phase 3,Not yet recruiting,Prevention
NCT06131983,2024.0,2025.0,Phase 1,Recruiting,Treatment
NCT06132165,2024.0,2024.0,Phase 1,Recruiting,Other
NCT06132178,2024.0,2027.0,Phase 2,Not yet recruiting,Treatment
NCT06132685,2024.0,2028.0,Phase 2,Not yet recruiting,Treatment
NCT06132893,2024.0,2025.0,Phase 2/Phase 3,Not yet recruiting,Treatment
NCT06133075,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT06133309,2023.0,2024.0,Not Applicable,Not yet recruiting,Basic Science
NCT06134401,2024.0,2026.0,Not Applicable,Not yet recruiting,Prevention
NCT06136728,2024.0,2026.0,Phase 4,Not yet recruiting,Treatment
NCT06137664,2023.0,2025.0,Phase 1/Phase 2,Not yet recruiting,Prevention
NCT06137924,2023.0,2024.0,Phase 3,Not yet recruiting,Supportive Care
NCT06138132,2024.0,2027.0,Phase 1,Not yet recruiting,Treatment
NCT06138639,2024.0,2030.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06138743,2024.0,2026.0,Phase 1,Recruiting,Treatment
NCT06139016,2024.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT06140355,2024.0,2027.0,Not Applicable,Not yet recruiting,Other
NCT06141317,2023.0,2024.0,Phase 1/Phase 2,"Active, not recruiting",Treatment
NCT06141473,2023.0,2027.0,Phase 3,Recruiting,Treatment
NCT06141486,2023.0,2028.0,Phase 3,Recruiting,Treatment
NCT06141876,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT06143241,2024.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT06143488,2024.0,2025.0,Not Applicable,Recruiting,Treatment
NCT06144021,2023.0,2024.0,Not Applicable,Not yet recruiting,Supportive Care
NCT06144099,2024.0,2025.0,Phase 4,Not yet recruiting,Treatment
NCT06145490,2023.0,2025.0,Not Applicable,Not yet recruiting,Basic Science
NCT06146062,2024.0,2027.0,Phase 2,Not yet recruiting,Treatment
NCT06146101,2024.0,2026.0,Phase 2/Phase 3,Not yet recruiting,Treatment
NCT06147856,2024.0,2027.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT06148311,2024.0,2027.0,Phase 2,Not yet recruiting,Treatment
NCT06150716,2024.0,2028.0,Phase 1,Not yet recruiting,Treatment
NCT06151795,2023.0,2024.0,Phase 1,Recruiting,Diagnostic
NCT06151808,2022.0,2024.0,Not Applicable,Recruiting,Diagnostic
NCT06152237,2023.0,2031.0,Phase 1,Recruiting,Treatment
NCT06153004,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT06153186,2019.0,2023.0,Phase 2,Terminated,Treatment
NCT06153966,2024.0,2025.0,Phase 1/Phase 2,Recruiting,Treatment
NCT06154252,2023.0,2028.0,Phase 1/Phase 2,Recruiting,Treatment
NCT06154707,2024.0,2025.0,Phase 3,Not yet recruiting,Treatment
NCT06155487,2023.0,2025.0,Phase 1,Recruiting,Treatment
NCT06155916,2022.0,2026.0,Not Applicable,Recruiting,Treatment
NCT06156709,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT06157385,2023.0,2024.0,Not Applicable,Recruiting,Prevention
NCT06158230,2023.0,2024.0,Phase 2,"Active, not recruiting",Prevention
NCT06158737,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT06159387,2023.0,2025.0,Phase 4,Recruiting,Treatment
NCT06159712,2023.0,2025.0,Not Applicable,Recruiting,Basic Science
NCT06162013,2024.0,2028.0,Phase 2,Not yet recruiting,Treatment
