nct_id,start_year,agency_class,lead_or_collaborator,sponsor_name,phase
NCT04164758,2019.0,INDUSTRY,lead,ACADIA Pharmaceuticals Inc.,Phase 2
NCT04165239,2019.0,INDUSTRY,lead,Khondrion BV,Phase 2
NCT04165239,2019.0,INDUSTRY,collaborator,Julius Clinical,Phase 2
NCT04165486,2022.0,INDUSTRY,lead,"Ionis Pharmaceuticals, Inc.",Phase 1
NCT04165837,2019.0,INDUSTRY,lead,"1ST Biotherapeutics, Inc.",Phase 1
NCT04165850,2019.0,INDUSTRY,lead,NeuroSense Therapeutics Ltd.,Phase 2
NCT04167371,2019.0,OTHER,lead,Hospital Universitari Vall d'Hebron Research Institute,Not Applicable
NCT04167540,2020.0,INDUSTRY,lead,"Brain Neurotherapy Bio, Inc.",Phase 1
NCT04167540,2020.0,INDUSTRY,collaborator,"Asklepios Biopharmaceutical, Inc.",Phase 1
NCT04167540,2020.0,OTHER,collaborator,California Institute for Regenerative Medicine (CIRM),Phase 1
NCT04168879,2021.0,OTHER,lead,Assiut University,Not Applicable
NCT04168879,2021.0,UNKNOWN,collaborator,saeid metwaly abouelyazid elsawy,Not Applicable
NCT04169126,2019.0,OTHER,lead,Chang Gung Memorial Hospital,Phase 2
NCT04169230,2019.0,OTHER,lead,University of Oxford,Not Applicable
NCT04169230,2019.0,OTHER,collaborator,University of Bath,Not Applicable
NCT04170738,2019.0,OTHER,lead,Jeffrey Newcorn,Phase 4
NCT04170738,2019.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 4
NCT04170907,2022.0,OTHER,lead,"Insel Gruppe AG, University Hospital Bern",Not Applicable
NCT04170907,2022.0,OTHER,collaborator,University of Bern,Not Applicable
NCT04171310,2019.0,INDUSTRY,lead,Sanofi,Phase 1
NCT04172285,2019.0,OTHER,lead,I.R.C.C.S Ospedale Galeazzi-Sant'Ambrogio,Not Applicable
NCT04172376,2021.0,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Not Applicable
NCT04172376,2021.0,OTHER,collaborator,Huashan Hospital,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,First Affiliated Hospital of Guangxi Medical University,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,"Southern Medical University, China",Not Applicable
NCT04172376,2021.0,OTHER,collaborator,China-Japan Friendship Hospital,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,The First Affiliated Hospital of Anhui Medical University,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,Second Affiliated Hospital of Xi'an Jiaotong University,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,The Affiliated Hospital Of Southwest Medical University,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,Tibet Autonomous Region People's Hospital,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,The Second Affiliated Hospital of Harbin Medical University,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,First Affiliated Hospital of Xinjiang Medical University,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,The Affiliated Hospital of Inner Mongolia Medical University,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,General Hospital of Ningxia Medical University,Not Applicable
NCT04172376,2021.0,OTHER,collaborator,Central South University,Not Applicable
NCT04172558,2019.0,OTHER,lead,Benha University,Phase 2/Phase 3
NCT04172792,2019.0,OTHER,lead,"Albert Christian Ludolph, Prof.",Phase 1
NCT04172792,2019.0,UNKNOWN,collaborator,"Nutritia GmbH, 91052 Erlangen, Germany",Phase 1
NCT04172831,2019.0,INDUSTRY,lead,"Tonix Pharmaceuticals, Inc.",Phase 3
NCT04173364,2019.0,OTHER,lead,"University Hospital, Lille",Phase 3
NCT04174170,2019.0,INDUSTRY,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Phase 3
NCT04174287,2019.0,OTHER,lead,Chang Gung Memorial Hospital,Phase 2
NCT04175132,2019.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 1
NCT04175223,2019.0,OTHER,lead,Centre Hospitalier Universitaire de Nice,Not Applicable
NCT04175834,2020.0,OTHER,lead,Providence Health & Services,Phase 3
NCT04175834,2020.0,INDUSTRY,collaborator,"Genentech, Inc.",Phase 3
NCT04176172,2020.0,OTHER,lead,University of Pennsylvania,Phase 3
NCT04176172,2020.0,NIH,collaborator,National Cancer Institute (NCI),Phase 3
NCT04176172,2020.0,OTHER,collaborator,Northwestern University,Phase 3
NCT04176302,2019.0,OTHER,lead,Consorci Sanitari de l'Alt Penedès i Garraf,Not Applicable
NCT04176302,2019.0,OTHER_GOV,collaborator,Instituto de Salud Carlos III,Not Applicable
NCT04176302,2019.0,OTHER,collaborator,European Regional Development Fund,Not Applicable
NCT04176835,2016.0,OTHER,lead,"National Institute of Mental Health and Neuro Sciences, India",Not Applicable
NCT04176991,2019.0,INDUSTRY,lead,"Larimar Therapeutics, Inc.",Phase 1
NCT04176991,2019.0,OTHER,collaborator,"Veristat, Inc.",Phase 1
NCT04176991,2019.0,UNKNOWN,collaborator,"Metrum Research Group, LLC",Phase 1
NCT04177615,2019.0,OTHER,lead,University of Medicine and Pharmacy at Ho Chi Minh City,Not Applicable
NCT04177706,2020.0,OTHER,lead,Medical University of South Carolina,Phase 2
NCT04177706,2020.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT04177719,2019.0,OTHER,lead,"National Institute of Mental Health and Neuro Sciences, India",Not Applicable
NCT04178005,2020.0,OTHER,lead,University of Texas Southwestern Medical Center,Phase 4
NCT04178005,2020.0,INDUSTRY,collaborator,EMD Serono,Phase 4
NCT04178057,2018.0,INDUSTRY,lead,"Genor Biopharma Co., Ltd.",Phase 1
NCT04179266,2019.0,INDUSTRY,lead,CCH Pharmaceuticals,Phase 1/Phase 2
NCT04179266,2019.0,OTHER,collaborator,Danish Headache Center,Phase 1/Phase 2
NCT04179409,2020.0,OTHER,lead,Kevin Flanigan,Phase 2
NCT04179409,2020.0,INDUSTRY,collaborator,"Sarepta Therapeutics, Inc.",Phase 2
NCT04179474,2019.0,INDUSTRY,lead,Allergan,Phase 1
NCT04179734,2019.0,OTHER,lead,Imperial College Healthcare NHS Trust,Phase 4
NCT04179734,2019.0,INDUSTRY,collaborator,"AMAG Pharmaceuticals, Inc.",Phase 4
NCT04179747,2018.0,OTHER,lead,"International Islamic University, Islamabad",Not Applicable
NCT04181723,2019.0,INDUSTRY,lead,ACADIA Pharmaceuticals Inc.,Phase 3
NCT04182399,2020.0,OTHER,lead,Ain Shams University,Not Applicable
NCT04182633,2019.0,OTHER,lead,Arizona State University,Phase 2
NCT04182633,2019.0,OTHER,collaborator,University of Minnesota,Phase 2
NCT04182633,2019.0,UNKNOWN,collaborator,Finch Therapeutics,Phase 2
NCT04182763,2019.0,OTHER,lead,Oregon Health and Science University,Not Applicable
NCT04182763,2019.0,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Not Applicable
NCT04182763,2019.0,OTHER,collaborator,Washington State University,Not Applicable
NCT04182763,2019.0,OTHER,collaborator,Oregon State University,Not Applicable
NCT04182763,2019.0,UNKNOWN,collaborator,Spoonbill Foundation,Not Applicable
NCT04183205,2019.0,FED,lead,VA Office of Research and Development,Phase 4
NCT04183205,2019.0,UNKNOWN,collaborator,Middlebury College,Phase 4
NCT04183205,2019.0,OTHER,collaborator,Massachusetts General Hospital,Phase 4
NCT04183205,2019.0,FED,collaborator,Ralph H. Johnson VA Medical Center,Phase 4
NCT04183634,2019.0,INDUSTRY,lead,Sandoz,Phase 1
NCT04184063,2019.0,INDUSTRY,lead,EmeraMed,Phase 2
NCT04185038,2019.0,OTHER,lead,Seattle Children's Hospital,Phase 1
NCT04185415,2019.0,INDUSTRY,lead,UCB Biopharma SRL,Phase 1
NCT04185441,2021.0,INDUSTRY,lead,EMS,Phase 3
NCT04186286,2021.0,OTHER,lead,University of Calgary,Phase 2
NCT04186286,2021.0,OTHER,collaborator,Dysautonomia International,Phase 2
NCT04186403,2020.0,INDUSTRY,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Phase 2/Phase 3
NCT04186494,2019.0,OTHER,lead,"St Vincent's University Hospital, Ireland",Not Applicable
NCT04186494,2019.0,OTHER,collaborator,University College Dublin,Not Applicable
NCT04186494,2019.0,OTHER,collaborator,"Health Research Board, Ireland",Not Applicable
NCT04187547,2022.0,INDUSTRY,lead,Cerecin,Phase 3
NCT04187560,2020.0,INDUSTRY,lead,LB Pharmaceuticals Inc.,Phase 1
NCT04188873,2020.0,OTHER,lead,"University of Wisconsin, Madison",Phase 4
NCT04188873,2020.0,NIH,collaborator,National Cancer Institute (NCI),Phase 4
NCT04189107,2020.0,OTHER,lead,"Rigshospitalet, Denmark",Phase 3
NCT04189107,2020.0,UNKNOWN,collaborator,Candys Foundation,Phase 3
NCT04189107,2020.0,OTHER,collaborator,Region Capital Denmark,Phase 3
NCT04189107,2020.0,OTHER,collaborator,Odense University Hospital,Phase 3
NCT04189107,2020.0,OTHER,collaborator,Aarhus University Hospital,Phase 3
NCT04189666,2019.0,OTHER,lead,Ain Shams University,Phase 1/Phase 2
NCT04190004,2018.0,OTHER,lead,"National Institute of Mental Health and Neuro Sciences, India",Not Applicable
NCT04191577,2019.0,INDUSTRY,lead,"Cerevance Beta, Inc.",Phase 2
NCT04192266,2020.0,OTHER,lead,NYU Langone Health,Phase 3
NCT04192656,2019.0,OTHER,lead,Beijing Tsinghua Chang Gung Hospital,Phase 4
NCT04192773,2021.0,OTHER,lead,Massachusetts Eye and Ear Infirmary,Early Phase 1
NCT04193527,2020.0,INDUSTRY,lead,GE Healthcare,Phase 3
NCT04193527,2020.0,INDUSTRY,collaborator,PPD,Phase 3
NCT04195204,2020.0,OTHER,lead,Beijing Chao Yang Hospital,Phase 4
NCT04196946,2013.0,OTHER,lead,Nigde Omer Halisdemir University,Not Applicable
NCT04196959,2019.0,INDUSTRY,lead,"Vitaflo International, Ltd",Not Applicable
NCT04197102,2020.0,OTHER,lead,University of Texas at Austin,Phase 2
NCT04197349,2019.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 1
NCT04197349,2019.0,INDUSTRY,collaborator,"Alder Biopharmaceuticals, Inc.",Phase 1
NCT04198129,2020.0,OTHER,lead,"The University of Texas Health Science Center, Houston",Phase 1
NCT04200066,2022.0,OTHER,lead,University of Rochester,Phase 1
NCT04200352,2020.0,INDUSTRY,lead,"Teva Branded Pharmaceutical Products R&D, Inc.",Phase 3
NCT04200911,2020.0,OTHER,lead,The University of Texas Health Science Center at San Antonio,Early Phase 1
NCT04200911,2020.0,NIH,collaborator,National Center for Advancing Translational Sciences (NCATS),Early Phase 1
NCT04201080,2019.0,INDUSTRY,lead,Trevena Inc.,Phase 1
NCT04201093,2019.0,INDUSTRY,lead,"Cerevel Therapeutics, LLC",Phase 3
NCT04201262,2019.0,INDUSTRY,lead,"Alexion Pharmaceuticals, Inc.",Phase 3
NCT04201652,2019.0,OTHER,lead,University of Saskatchewan,Not Applicable
NCT04201678,2019.0,OTHER,lead,Gulhane School of Medicine,Not Applicable
NCT04201834,2020.0,OTHER,lead,University of Rochester,Phase 2
NCT04202757,2018.0,OTHER,lead,The Neurology Center,Early Phase 1
NCT04202757,2018.0,UNKNOWN,collaborator,Carolina Longevity Institute,Early Phase 1
NCT04203017,2019.0,OTHER,lead,St. Petersburg State Pavlov Medical University,Phase 1
NCT04203056,2019.0,OTHER,lead,"University of California, Los Angeles",Phase 4
NCT04203056,2019.0,INDUSTRY,collaborator,"Alkermes, Inc.",Phase 4
NCT04205019,2020.0,INDUSTRY,lead,Neuroplast,Phase 1
NCT04205136,2022.0,OTHER,lead,University of Michigan,Phase 4
NCT04205539,2021.0,OTHER,lead,Neurological Associates of West Los Angeles,Phase 1
NCT04205565,2019.0,INDUSTRY,lead,"Nanjing Yoko Biomedical Co., Ltd.",Phase 3
NCT04205578,2020.0,OTHER,lead,yuanli Zhao,Phase 3
NCT04205578,2020.0,OTHER,collaborator,Peking University International Hospital,Phase 3
NCT04205890,2020.0,OTHER,lead,Neurological Associates of West Los Angeles,Phase 1
NCT04207359,2020.0,OTHER,lead,The University of Texas Health Science Center at San Antonio,Not Applicable
NCT04207359,2020.0,UNKNOWN,collaborator,ThriveWell Cancer Foundation,Not Applicable
NCT04207385,2019.0,OTHER,lead,Xijing Hospital,Phase 4
NCT04207723,2020.0,INDUSTRY,lead,Boston Medical Group,Not Applicable
NCT04209322,2017.0,OTHER,lead,University of Roma La Sapienza,Not Applicable
NCT04210310,2020.0,OTHER,lead,NYU Langone Health,Phase 3
NCT04210713,2020.0,OTHER,lead,"University of Maryland, Baltimore",Phase 1
NCT04210713,2020.0,NIH,collaborator,National Institute on Alcohol Abuse and Alcoholism (NIAAA),Phase 1
NCT04210804,2014.0,OTHER,lead,"National University of Ireland, Galway, Ireland",Phase 2
NCT04210804,2014.0,OTHER,collaborator,Stanley Medical Research Institute,Phase 2
NCT04211233,2019.0,OTHER,lead,University Clinic Frankfurt,Not Applicable
NCT04211740,2019.0,OTHER,lead,"National Center of Neurology and Psychiatry, Japan",Phase 2
NCT04212793,2020.0,OTHER,lead,University Medical Center Groningen,Phase 1
NCT04213391,2020.0,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Not Applicable
NCT04217577,2019.0,FED,lead,VA Palo Alto Health Care System,Not Applicable
NCT04218539,2021.0,OTHER,lead,Yale University,Phase 1
NCT04218539,2021.0,UNKNOWN,collaborator,Wallace Research Foundation,Phase 1
NCT04218968,2019.0,OTHER,lead,Cedars-Sinai Medical Center,Phase 2
NCT04219241,2020.0,INDUSTRY,lead,Azidus Brasil,Phase 2/Phase 3
NCT04219241,2020.0,OTHER,collaborator,Cellavita Pesquisa Científica Ltda,Phase 2/Phase 3
NCT04219280,2020.0,OTHER,lead,"Children's Hospital Medical Center, Cincinnati",Phase 4
NCT04219280,2020.0,OTHER,collaborator,"University of California, Davis",Phase 4
NCT04219735,2020.0,OTHER,lead,Universidade do Extremo Sul Catarinense - Unidade Academica de Ciecias da Saude,Phase 2
NCT04219774,2020.0,OTHER,lead,Duke University,Phase 2
NCT04219969,2018.0,OTHER,lead,M.D. Anderson Cancer Center,Not Applicable
NCT04219969,2018.0,NIH,collaborator,National Cancer Institute (NCI),Not Applicable
NCT04219995,2020.0,OTHER,lead,Louisiana State University Health Sciences Center in New Orleans,Phase 1/Phase 2
NCT04220021,2020.0,OTHER,lead,University of Florida,Phase 2
NCT04220021,2020.0,OTHER,collaborator,ALS Association,Phase 2
NCT04220125,2022.0,OTHER,lead,Northwestern University,Phase 4
NCT04220190,2020.0,INDUSTRY,lead,Rapa Therapeutics LLC,Phase 2/Phase 3
NCT04220190,2020.0,OTHER,collaborator,Massachusetts General Hospital,Phase 2/Phase 3
NCT04220190,2020.0,OTHER,collaborator,Hackensack Meridian Health,Phase 2/Phase 3
NCT04220515,2018.0,OTHER,lead,"Institute of Medical Biology, Chinese Academy of Medical Sciences",Phase 4
NCT04220515,2018.0,OTHER,collaborator,Shanghai Center for Disease Control and Prevention,Phase 4
NCT04220606,2015.0,OTHER,lead,Leiden University Medical Center,Not Applicable
NCT04220606,2015.0,OTHER_GOV,collaborator,Netherlands Organisation for Scientific Research,Not Applicable
NCT04220606,2015.0,OTHER,collaborator,European Commission,Not Applicable
NCT04220762,2020.0,OTHER,lead,Medi Help Line,Phase 2
NCT04220996,2019.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 4
NCT04221451,2020.0,INDUSTRY,lead,"Genzyme, a Sanofi Company",Phase 3
NCT04221997,2019.0,OTHER,lead,University of Cincinnati,Phase 4
NCT04221997,2019.0,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 4
NCT04223193,2020.0,INDUSTRY,lead,"Cerevel Therapeutics, LLC",Phase 3
NCT04223206,2020.0,OTHER,lead,Azienda Ospedaliero-Universitaria Consorziale Policlinico di Bari,Not Applicable
NCT04223206,2020.0,OTHER,collaborator,University of Bari Aldo Moro,Not Applicable
NCT04224519,2018.0,OTHER,lead,"Institute of Medical Biology, Chinese Academy of Medical Sciences",Phase 4
NCT04224519,2018.0,OTHER,collaborator,Yunnan Center for Disease Control and Prevention,Phase 4
NCT04225221,2020.0,OTHER,lead,"University of North Carolina, Chapel Hill",Phase 2
NCT04225221,2020.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 2
NCT04225312,2020.0,OTHER,lead,"Amsterdam UMC, location VUmc",Phase 4
NCT04225312,2020.0,UNKNOWN,collaborator,Stichting MS Research,Phase 4
NCT04225312,2020.0,OTHER,collaborator,Innovatiefonds Zorgverzekeraars,Phase 4
NCT04225312,2020.0,UNKNOWN,collaborator,Stichting Treatmeds,Phase 4
NCT04226170,2021.0,INDUSTRY,lead,"DAS-MG, Inc",Phase 2
NCT04226248,2020.0,OTHER,lead,University of Bristol,Phase 3
NCT04226248,2020.0,OTHER,collaborator,Royal United Hospitals Bath NHS Foundation Trust,Phase 3
NCT04226456,2021.0,OTHER,lead,Centre Hospitalier Universitaire Saint Pierre,Phase 4
NCT04226547,2020.0,INDUSTRY,lead,Abbott Medical Devices,Not Applicable
NCT04226898,2022.0,OTHER,lead,Sheppard Pratt Health System,Phase 2
NCT04226924,2017.0,INDUSTRY,lead,Bioblast Pharma Ltd.,Phase 2
NCT04227093,2020.0,OTHER,lead,"University Hospital, Antwerp",Phase 4
NCT04227470,2020.0,INDUSTRY,lead,Harbour BioMed (Guangzhou) Co. Ltd.,Phase 1
NCT04228289,2020.0,FED,lead,VA Office of Research and Development,Phase 2
NCT04228289,2020.0,FED,collaborator,San Francisco VA Health Care System,Phase 2
NCT04228666,2020.0,OTHER,lead,Hope Biosciences Stem Cell Research Foundation,Phase 1/Phase 2
NCT04228666,2020.0,INDUSTRY,collaborator,Hope Biosciences,Phase 1/Phase 2
NCT04228965,2020.0,OTHER,lead,Medical University of South Carolina,Phase 4
NCT04228965,2020.0,NIH,collaborator,National Cancer Institute (NCI),Phase 4
NCT04228965,2020.0,NIH,collaborator,National Institutes of Health (NIH),Phase 4
NCT04229186,2020.0,OTHER,lead,University of Bari Aldo Moro,Not Applicable
NCT04229186,2020.0,UNKNOWN,collaborator,Med & Food and Schena Foundation,Not Applicable
NCT04229758,2021.0,OTHER,lead,University of Texas at Austin,Phase 3
NCT04230174,2020.0,OTHER,lead,Massachusetts General Hospital,Phase 4
NCT04230174,2020.0,INDUSTRY,collaborator,"Genentech, Inc.",Phase 4
NCT04230226,2020.0,INDUSTRY,lead,Pharmanex,Not Applicable
NCT04230226,2020.0,OTHER,collaborator,"University of North Carolina, Chapel Hill",Not Applicable
NCT04230681,2020.0,OTHER,lead,Washington University School of Medicine,Early Phase 1
NCT04231539,2020.0,OTHER,lead,Roswell Park Cancer Institute,Not Applicable
NCT04231539,2020.0,NIH,collaborator,National Cancer Institute (NCI),Not Applicable
NCT04231643,2021.0,OTHER,lead,"University of California, San Diego",Early Phase 1
NCT04231643,2021.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Early Phase 1
NCT04232046,2016.0,OTHER,lead,Mazandaran University of Medical Sciences,Not Applicable
NCT04232605,2020.0,OTHER,lead,Danish Headache Center,Not Applicable
NCT04232644,2019.0,INDUSTRY,lead,"Vallon Pharmaceuticals, Inc.",Phase 1
NCT04232943,2020.0,OTHER,lead,PATH,Phase 1
NCT04232969,2020.0,OTHER,lead,"University College, London",Phase 3
NCT04233437,2020.0,INDUSTRY,lead,Moleac Pte Ltd.,Phase 1
NCT04233437,2020.0,UNKNOWN,collaborator,Moleac Australia Pty Ltd,Phase 1
NCT04233502,2020.0,INDUSTRY,lead,Neurim Pharmaceuticals Ltd.,Phase 3
NCT04234776,2018.0,OTHER,lead,University of Sao Paulo,Phase 4
NCT04235478,2017.0,OTHER,lead,Marmara University,Not Applicable
NCT04235686,2020.0,OTHER,lead,Mayo Clinic,Phase 2
NCT04235686,2020.0,OTHER,collaborator,Lindner Center of HOPE,Phase 2
NCT04236440,2020.0,INDUSTRY,lead,Bayer,Phase 2
NCT04236986,2017.0,OTHER,lead,Yale University,Phase 1
NCT04236986,2017.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 1
NCT04237987,2020.0,OTHER,lead,Peking University People's Hospital,Phase 2
NCT04238208,2019.0,OTHER,lead,Corporacion Parc Tauli,Phase 4
NCT04238416,2019.0,UNKNOWN,lead,Postgraduate Institute of Medical Education and Research,Phase 1
NCT04238572,2020.0,OTHER,lead,"University Hospital, Caen",Not Applicable
NCT04239196,2020.0,OTHER,lead,Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts,Phase 2
NCT04239196,2020.0,INDUSTRY,collaborator,Roche Chugai,Phase 2
NCT04239469,2020.0,INDUSTRY,lead,Knop Laboratorios,Phase 2
NCT04239755,2020.0,OTHER,lead,Damanhour University,Phase 4
NCT04239755,2020.0,OTHER,collaborator,Tanta University,Phase 4
NCT04240314,2020.0,OTHER,lead,Megan Waldrop,Phase 1/Phase 2
NCT04240314,2020.0,INDUSTRY,collaborator,Audentes Therapeutics,Phase 1/Phase 2
NCT04240496,2019.0,OTHER,lead,University of Monastir,Not Applicable
NCT04241068,2020.0,INDUSTRY,lead,Biogen,Phase 3
NCT04241965,2020.0,INDUSTRY,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Phase 1
NCT04242056,2020.0,OTHER,lead,Chang Gung Memorial Hospital,Phase 1/Phase 2
NCT04242914,2019.0,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Phase 1/Phase 2
NCT04243382,2020.0,OTHER_GOV,lead,Sheba Medical Center,Phase 2
NCT04244058,2020.0,OTHER,lead,Weill Medical College of Cornell University,Early Phase 1
NCT04244175,2020.0,INDUSTRY,lead,"Cerevel Therapeutics, LLC",Phase 2
NCT04245319,2020.0,OTHER,lead,Cairo University,Not Applicable
NCT04245371,2020.0,OTHER,lead,"John Papakonstantinou, MD",Phase 4
NCT04245371,2020.0,INDUSTRY,collaborator,Scilex Ltd.,Phase 4
NCT04245436,2020.0,OTHER,lead,University of Cincinnati,Phase 4
NCT04245592,2020.0,OTHER,lead,University of Jaén,Not Applicable
NCT04245592,2020.0,UNKNOWN,collaborator,Junta de Andalucía,Not Applicable
NCT04245709,2020.0,OTHER,lead,"Dwight Koeberl, M.D., Ph.D.",Phase 2
NCT04245748,2020.0,OTHER,lead,University of Cincinnati,Phase 4
NCT04245761,2018.0,INDUSTRY,lead,Italfarmaco,Not Applicable
NCT04245761,2018.0,OTHER,collaborator,"Opera CRO, a TIGERMED Group Company",Not Applicable
